365.000 245.355 16.004
365.387 246.176 16.438
365.387 246.254 16.438
365.516 246.352 16.457
365.516 246.484 16.508
365.645 246.488 16.508
365.645 246.562 16.531
365.645 246.574 16.531
365.645 246.617 16.535
365.645 246.629 16.535
365.773 246.660 16.547
365.773 246.754 16.570
365.773 246.770 16.570
365.773 246.770 16.570
365.902 246.883 16.590
365.902 246.906 16.594
365.902 246.945 16.602
365.902 246.949 16.602
366.031 246.973 16.602
366.031 247.062 16.625
366.031 247.074 16.625
366.031 247.086 16.625
366.031 247.086 16.625
366.031 247.098 16.625
366.031 247.098 16.625
366.031 247.102 16.625
366.031 247.102 16.625
366.031 247.117 16.637
366.031 247.117 16.637
366.160 247.133 16.637
366.160 247.133 16.637
366.160 247.133 16.637
366.160 247.137 16.637
