653.750 449.395 17.129
653.750 453.293 17.562
653.750 453.293 17.562
653.750 453.348 17.562
653.750 453.375 17.562
653.750 454.645 17.574
653.750 454.781 17.574
653.750 454.812 17.574
653.750 454.812 17.574
653.750 455.320 17.574
653.750 455.773 17.582
653.750 455.773 17.582
653.750 455.773 17.582
653.750 456.086 17.590
653.750 456.211 17.590
653.750 456.371 17.590
653.750 456.371 17.590
653.750 456.637 17.594
653.750 456.836 17.594
653.750 456.848 17.594
653.750 456.906 17.594
653.750 456.992 17.598
653.750 457.129 17.598
653.750 457.145 17.598
653.750 457.145 17.598
653.750 457.270 17.598
653.750 457.301 17.598
653.750 457.301 17.598
653.750 457.301 17.598
653.750 457.426 17.605
653.750 457.426 17.605
653.750 457.426 17.605
653.750 457.438 17.605
653.750 457.516 17.609
653.750 457.625 17.609
653.750 457.625 17.609
653.750 457.727 17.609
653.750 457.758 17.609
653.750 457.875 17.609
653.750 457.898 17.609
653.750 457.914 17.609
653.750 457.914 17.609
653.750 458.043 17.609
653.750 458.055 17.609
653.750 458.055 17.609
653.750 458.055 17.609
653.750 458.348 17.609
653.750 458.348 17.609
653.750 458.348 17.609
653.750 458.348 17.609
653.750 458.438 17.613
653.750 458.477 17.613
653.750 458.508 17.613
653.750 458.508 17.613
653.750 458.508 17.613
653.750 458.508 17.613
653.750 458.508 17.613
653.750 458.508 17.613
653.750 458.508 17.613
653.750 458.609 17.613
653.750 458.609 17.613
653.750 458.609 17.613
653.750 458.621 17.613
653.750 458.621 17.613
653.750 458.621 17.613
653.750 458.711 17.613
653.750 458.805 17.613
653.750 458.805 17.613
653.750 458.805 17.613
653.750 458.805 17.613
653.750 458.832 17.613
653.750 458.918 17.613
653.750 458.918 17.613
653.750 458.918 17.613
653.750 458.926 17.617
653.750 458.934 17.617
653.750 458.934 17.617
653.750 458.934 17.617
653.750 458.973 17.617
653.750 459.000 17.617
653.750 459.000 17.617
653.750 459.000 17.617
653.750 459.000 17.617
653.750 459.031 17.617
653.750 459.113 17.617
653.750 459.113 17.617
653.750 459.113 17.617
653.750 459.199 17.617
653.750 459.199 17.617
653.750 459.199 17.617
653.750 459.199 17.617
653.750 459.238 17.617
653.750 459.250 17.617
653.750 459.250 17.617
653.750 459.254 17.617
653.750 459.359 17.621
653.750 459.359 17.621
653.750 459.359 17.621
653.750 459.363 17.621
653.750 459.414 17.621
653.750 459.434 17.621
653.750 459.434 17.621
653.750 459.441 17.621
653.750 459.508 17.621
653.750 459.520 17.621
653.750 459.629 17.621
653.750 459.629 17.621
653.750 459.816 17.625
653.750 459.848 17.625
653.750 459.848 17.625
653.750 459.883 17.625
653.750 459.891 17.625
653.750 459.891 17.625
653.750 459.891 17.625
653.750 459.891 17.625
653.750 459.945 17.625
653.750 459.945 17.625
653.750 459.945 17.625
653.750 459.957 17.625
653.750 460.035 17.625
653.750 460.035 17.625
653.750 460.035 17.625
653.750 460.035 17.625
653.750 460.039 17.625
653.750 460.039 17.625
653.750 460.039 17.625
653.750 460.047 17.629
653.750 460.047 17.629
653.750 460.129 17.629
