365.789 247.031 16.801
367.223 248.852 17.195
367.625 249.262 17.242
367.891 249.484 17.246
368.023 249.613 17.262
368.152 249.855 17.266
368.281 249.941 17.270
368.281 250.008 17.277
368.812 250.496 17.277
368.941 250.711 17.363
368.941 250.891 17.363
369.074 250.969 17.367
369.074 250.996 17.367
369.215 251.074 17.371
369.215 251.098 17.371
369.215 251.098 17.371
369.215 251.152 17.371
369.215 251.164 17.371
369.344 251.203 17.371
369.344 251.203 17.371
369.344 251.258 17.371
369.344 251.285 17.371
369.344 251.297 17.371
369.480 251.316 17.371
369.480 251.391 17.371
369.480 251.391 17.371
369.480 251.418 17.371
369.613 251.477 17.371
369.613 251.477 17.371
369.613 251.492 17.375
369.613 251.586 17.375
369.613 251.586 17.375
369.754 251.605 17.375
